user_id,recency,frequency,monetary,last_trip_time,rfm_score,segments
R07304,39,22,341.41,2025-03-20,9,Regular Commuters
R07305,7,25,389.77,2025-04-21,14,High‑Value Loyalists
R07306,1,28,424.09000000000003,2025-04-27,15,High‑Value Loyalists
R07307,2,27,385.46000000000004,2025-04-26,15,High‑Value Loyalists
R07308,8,26,398.51,2025-04-20,14,High‑Value Loyalists
R07309,32,14,203.37,2025-03-27,3,At Risk Users
R07310,1,14,204.62,2025-04-27,7,Occasional Riders
R07311,22,18,269.26,2025-04-06,6,Occasional Riders
R07312,16,16,270.15,2025-04-12,6,Occasional Riders
R07313,27,11,189.64,2025-04-01,4,At Risk Users
R07314,10,16,274.36,2025-04-18,7,Occasional Riders
R07315,9,18,320.90999999999997,2025-04-19,9,Regular Commuters
R07316,52,18,314.86,2025-03-07,6,Occasional Riders
R07317,15,20,301.05,2025-04-13,9,Regular Commuters
R07318,78,19,306.02,2025-02-09,6,Occasional Riders
R07319,7,20,272.98,2025-04-21,9,Regular Commuters
R07320,42,13,201.85999999999999,2025-03-17,3,At Risk Users
R07321,4,26,404.76,2025-04-24,15,High‑Value Loyalists
R07322,14,20,340.17,2025-04-14,10,Regular Commuters
R07323,8,21,287.39,2025-04-20,10,Regular Commuters
R07324,32,19,332.84,2025-03-27,7,Occasional Riders
R07325,24,18,322.25,2025-04-04,7,Occasional Riders
R07326,48,23,319.03000000000003,2025-03-11,8,Occasional Riders
R07327,41,20,274.71,2025-03-18,6,Occasional Riders
R07328,26,11,168.27,2025-04-02,4,At Risk Users
R07329,11,23,313.89,2025-04-17,10,Regular Commuters
R07330,11,14,192.43,2025-04-17,5,At Risk Users
R07331,8,17,292.33,2025-04-20,9,Regular Commuters
R07332,9,24,439.03,2025-04-19,13,High‑Value Loyalists
R07333,10,17,301.02,2025-04-18,9,Regular Commuters
R07334,4,23,351.14,2025-04-24,13,High‑Value Loyalists
R07335,32,21,312.63,2025-03-27,7,Occasional Riders
R07336,62,18,269.27,2025-02-25,5,At Risk Users
R07337,34,23,350.1,2025-03-25,9,Regular Commuters
R07338,2,29,484.03,2025-04-26,15,High‑Value Loyalists
R07339,9,25,409.84,2025-04-19,14,High‑Value Loyalists
R07340,4,21,358.86,2025-04-24,12,High‑Value Loyalists
R07341,24,29,473.31,2025-04-04,12,High‑Value Loyalists
R07342,8,25,432.27,2025-04-20,14,High‑Value Loyalists
R07343,2,21,370.46,2025-04-26,13,High‑Value Loyalists
R07344,21,13,224.42,2025-04-07,4,At Risk Users
R07345,13,22,347.88,2025-04-15,11,Regular Commuters
R07346,2,16,220.02,2025-04-26,7,Occasional Riders
R07347,36,18,263.07,2025-03-23,5,At Risk Users
R07348,19,16,250.76,2025-04-09,5,At Risk Users
R07349,17,22,334.42,2025-04-11,11,Regular Commuters
R07350,15,20,312.37,2025-04-13,9,Regular Commuters
R07351,22,26,395.72,2025-04-06,12,High‑Value Loyalists
R07352,5,20,311.45,2025-04-23,11,Regular Commuters
R07353,2,17,282.53000000000003,2025-04-26,9,Regular Commuters
R07354,20,14,202.39,2025-04-08,4,At Risk Users
R07355,20,16,281.31,2025-04-08,5,At Risk Users
R07356,5,22,366.77,2025-04-23,13,High‑Value Loyalists
R07357,21,16,254.4,2025-04-07,5,At Risk Users
R07358,40,19,284.58,2025-03-19,5,At Risk Users
R07359,20,25,357.71,2025-04-08,11,Regular Commuters
R07360,11,21,313.69,2025-04-17,9,Regular Commuters
R07361,1,24,379.28000000000003,2025-04-27,14,High‑Value Loyalists
R07362,19,23,337.97,2025-04-09,10,Regular Commuters
R07363,14,19,301.45,2025-04-14,8,Occasional Riders
R07364,44,19,303.0,2025-03-15,6,Occasional Riders
R07365,14,18,286.43,2025-04-14,8,Occasional Riders
R07366,13,24,355.74,2025-04-15,11,Regular Commuters
R07367,5,21,313.58,2025-04-23,11,Regular Commuters
R07368,24,19,323.09000000000003,2025-04-04,8,Occasional Riders
R07369,7,21,341.69,2025-04-21,11,Regular Commuters
R07370,13,22,351.05,2025-04-15,11,Regular Commuters
R07371,43,19,308.27,2025-03-16,6,Occasional Riders
R07372,5,24,366.64,2025-04-23,13,High‑Value Loyalists
R07373,2,19,287.38,2025-04-26,10,Regular Commuters
R07374,10,15,250.0,2025-04-18,7,Occasional Riders
R07375,6,19,313.11,2025-04-22,9,Regular Commuters
R07376,24,18,272.03,2025-04-04,6,Occasional Riders
R07377,10,15,211.09,2025-04-18,6,Occasional Riders
R07378,6,21,358.69,2025-04-22,11,Regular Commuters
R07379,6,23,324.9,2025-04-22,12,High‑Value Loyalists
R07380,4,20,327.12,2025-04-24,12,High‑Value Loyalists
R07381,1,26,333.1,2025-04-27,14,High‑Value Loyalists
R07382,24,21,324.77,2025-04-04,9,Regular Commuters
R07383,74,19,256.19,2025-02-13,5,At Risk Users
R07384,24,22,337.89,2025-04-04,10,Regular Commuters
R07385,20,24,329.22,2025-04-08,10,Regular Commuters
R07386,11,23,363.24,2025-04-17,11,Regular Commuters
R07387,12,23,341.5,2025-04-16,11,Regular Commuters
R07388,72,17,256.72,2025-02-15,5,At Risk Users
R07389,4,20,296.73,2025-04-24,11,Regular Commuters
R07390,9,17,258.64,2025-04-19,8,Occasional Riders
R07391,42,14,256.89,2025-03-17,4,At Risk Users
R07392,52,20,318.44,2025-03-07,7,Occasional Riders
R07393,32,17,267.49,2025-03-27,5,At Risk Users
R07394,3,14,204.75,2025-04-25,7,Occasional Riders
R07395,9,17,264.3,2025-04-19,8,Occasional Riders
R07396,23,16,275.75,2025-04-05,5,At Risk Users
R07397,8,20,284.46999999999997,2025-04-20,9,Regular Commuters
R07398,1,27,366.08,2025-04-27,14,High‑Value Loyalists
R07399,29,17,232.09,2025-03-30,5,At Risk Users
R07400,26,26,366.66,2025-04-02,11,Regular Commuters
R07401,18,17,261.05,2025-04-10,7,Occasional Riders
R07402,3,29,447.96,2025-04-25,15,High‑Value Loyalists
R07403,1,18,318.64,2025-04-27,10,Regular Commuters
R07404,19,13,220.76,2025-04-09,4,At Risk Users
R07405,4,17,248.88,2025-04-24,9,Regular Commuters
R07406,23,23,323.04,2025-04-05,10,Regular Commuters
R07407,41,19,254.03,2025-03-18,5,At Risk Users
R07408,43,14,192.26,2025-03-16,3,At Risk Users
R07409,16,16,237.96,2025-04-12,5,At Risk Users
R07410,2,23,388.56,2025-04-26,14,High‑Value Loyalists
R07411,11,15,240.26999999999998,2025-04-17,5,At Risk Users
R07412,14,24,447.32,2025-04-14,12,High‑Value Loyalists
R07413,34,17,278.35,2025-03-25,5,At Risk Users
R07414,34,22,377.16,2025-03-25,10,Regular Commuters
R07415,23,17,278.9,2025-04-05,6,Occasional Riders
R07416,39,23,331.39,2025-03-20,9,Regular Commuters
R07417,4,19,266.36,2025-04-24,9,Regular Commuters
R07418,11,18,259.87,2025-04-17,7,Occasional Riders
R07419,16,29,458.61,2025-04-12,13,High‑Value Loyalists
R07420,21,20,352.19,2025-04-07,9,Regular Commuters
R07421,24,19,285.6,2025-04-04,6,Occasional Riders
R07422,72,12,159.98000000000002,2025-02-15,3,At Risk Users
R07423,3,28,433.13,2025-04-25,15,High‑Value Loyalists
R07424,12,15,240.12,2025-04-16,5,At Risk Users
R07425,3,17,301.85,2025-04-25,10,Regular Commuters
R07426,13,21,287.94,2025-04-15,9,Regular Commuters
R07427,4,19,311.67,2025-04-24,10,Regular Commuters
R07428,11,16,225.74,2025-04-17,5,At Risk Users
R07429,29,26,383.86,2025-03-30,12,High‑Value Loyalists
R07430,23,20,283.1,2025-04-05,7,Occasional Riders
R07431,25,17,241.31,2025-04-03,5,At Risk Users
R07432,32,17,241.24,2025-03-27,4,At Risk Users
R07433,6,17,260.0,2025-04-22,8,Occasional Riders
R07434,21,19,260.59,2025-04-07,6,Occasional Riders
R07435,11,27,368.53999999999996,2025-04-17,12,High‑Value Loyalists
R07436,7,18,262.92,2025-04-21,8,Occasional Riders
R07437,1,17,271.49,2025-04-27,9,Regular Commuters
R07438,2,10,144.4,2025-04-26,7,Occasional Riders
R07439,17,17,288.69,2025-04-11,8,Occasional Riders
R07440,16,24,418.13,2025-04-12,12,High‑Value Loyalists
R07441,20,20,321.54,2025-04-08,8,Occasional Riders
R07442,50,24,368.81,2025-03-09,9,Regular Commuters
R07443,3,12,170.33,2025-04-25,7,Occasional Riders
R07444,10,17,273.71,2025-04-18,8,Occasional Riders
R07445,29,18,291.79,2025-03-30,7,Occasional Riders
R07446,26,17,255.32999999999998,2025-04-02,6,Occasional Riders
R07447,46,21,339.40999999999997,2025-03-13,8,Occasional Riders
R07448,7,21,338.31,2025-04-21,11,Regular Commuters
R07449,4,17,243.29,2025-04-24,8,Occasional Riders
R07450,21,21,314.65999999999997,2025-04-07,8,Occasional Riders
R07451,25,24,430.82,2025-04-03,11,Regular Commuters
R07452,19,25,407.88,2025-04-09,12,High‑Value Loyalists
R07453,2,15,199.06,2025-04-26,7,Occasional Riders
R07454,11,22,383.67,2025-04-17,12,High‑Value Loyalists
R07455,2,14,240.23,2025-04-26,7,Occasional Riders
R07456,7,20,285.66,2025-04-21,9,Regular Commuters
R07457,104,13,194.94,2025-01-14,3,At Risk Users
R07458,9,24,394.88,2025-04-19,13,High‑Value Loyalists
R07459,28,22,342.17,2025-03-31,10,Regular Commuters
R07460,11,20,290.57,2025-04-17,9,Regular Commuters
R07461,12,21,333.0,2025-04-16,10,Regular Commuters
R07462,28,22,349.3,2025-03-31,10,Regular Commuters
R07463,4,18,250.95,2025-04-24,9,Regular Commuters
R07464,6,22,332.85,2025-04-22,12,High‑Value Loyalists
R07465,10,18,305.65,2025-04-18,9,Regular Commuters
R07466,4,17,261.18,2025-04-24,9,Regular Commuters
R07467,26,17,264.58,2025-04-02,6,Occasional Riders
R07468,4,28,431.79,2025-04-24,15,High‑Value Loyalists
R07469,7,13,207.16,2025-04-21,6,Occasional Riders
R07470,58,21,315.8,2025-03-01,7,Occasional Riders
R07471,6,27,389.15,2025-04-22,14,High‑Value Loyalists
R07472,8,21,371.09000000000003,2025-04-20,12,High‑Value Loyalists
R07473,12,27,433.6,2025-04-16,13,High‑Value Loyalists
R07474,42,19,309.02,2025-03-17,6,Occasional Riders
R07475,10,31,429.31,2025-04-18,14,High‑Value Loyalists
R07476,10,20,315.23,2025-04-18,10,Regular Commuters
R07477,19,27,427.59,2025-04-09,12,High‑Value Loyalists
R07478,51,21,295.38,2025-03-08,7,Occasional Riders
R07479,3,23,370.43,2025-04-25,14,High‑Value Loyalists
R07480,36,15,210.78,2025-03-23,3,At Risk Users
R07481,7,14,179.89000000000001,2025-04-21,6,Occasional Riders
R07482,30,23,362.42,2025-03-29,10,Regular Commuters
R07483,4,21,312.28,2025-04-24,11,Regular Commuters
R07484,27,19,262.26,2025-04-01,6,Occasional Riders
R07485,1,27,391.14,2025-04-27,15,High‑Value Loyalists
R07486,11,25,389.36,2025-04-17,13,High‑Value Loyalists
R07487,3,21,313.90999999999997,2025-04-25,11,Regular Commuters
R07488,6,18,273.7,2025-04-22,8,Occasional Riders
R07489,6,14,254.34,2025-04-22,7,Occasional Riders
R07490,2,22,385.35,2025-04-26,14,High‑Value Loyalists
R07491,28,24,371.58,2025-03-31,11,Regular Commuters
R07492,23,21,282.09,2025-04-05,7,Occasional Riders
R07493,6,15,279.77,2025-04-22,7,Occasional Riders
R07494,39,15,195.73,2025-03-20,3,At Risk Users
R07495,20,19,298.03000000000003,2025-04-08,7,Occasional Riders
R07496,5,25,360.84,2025-04-23,14,High‑Value Loyalists
R07497,19,18,283.01,2025-04-09,6,Occasional Riders
R07498,3,25,419.63,2025-04-25,15,High‑Value Loyalists
R07499,11,15,234.55,2025-04-17,5,At Risk Users
R07500,8,23,338.56,2025-04-20,12,High‑Value Loyalists
R07501,22,24,351.6,2025-04-05,10,Regular Commuters
R07502,51,17,259.9,2025-03-08,5,At Risk Users
R07503,16,27,418.34,2025-04-12,13,High‑Value Loyalists
R07504,40,27,387.42,2025-03-19,11,Regular Commuters
R07505,3,22,320.78000000000003,2025-04-25,12,High‑Value Loyalists
R07506,8,17,241.51,2025-04-20,7,Occasional Riders
R07507,27,18,315.03000000000003,2025-04-01,7,Occasional Riders
R07508,2,19,298.86,2025-04-26,10,Regular Commuters
R07509,12,21,366.86,2025-04-16,10,Regular Commuters
R07510,17,18,268.6,2025-04-11,7,Occasional Riders
R07511,44,21,348.45,2025-03-15,8,Occasional Riders
R07512,113,12,172.87,2025-01-05,3,At Risk Users
R07513,4,18,319.18,2025-04-24,10,Regular Commuters
R07514,7,25,397.87,2025-04-21,14,High‑Value Loyalists
R07515,5,17,251.48,2025-04-23,9,Regular Commuters
R07516,43,17,282.96,2025-03-16,5,At Risk Users
R07517,1,17,268.07,2025-04-27,9,Regular Commuters
R07518,15,24,355.6,2025-04-13,11,Regular Commuters
R07519,6,26,381.49,2025-04-22,14,High‑Value Loyalists
R07520,7,24,377.29,2025-04-21,13,High‑Value Loyalists
R07521,2,23,324.15,2025-04-26,13,High‑Value Loyalists
R07522,27,18,283.48,2025-04-01,6,Occasional Riders
R07523,18,21,297.02,2025-04-10,9,Regular Commuters
R07524,5,19,338.23,2025-04-23,11,Regular Commuters
R07525,1,11,180.22,2025-04-27,7,Occasional Riders
R07526,46,23,352.69,2025-03-13,9,Regular Commuters
R07527,4,18,309.09000000000003,2025-04-24,10,Regular Commuters
R07528,50,13,209.1,2025-03-09,3,At Risk Users
R07529,1,24,327.36,2025-04-27,13,High‑Value Loyalists
R07530,24,18,294.58,2025-04-04,7,Occasional Riders
R07531,11,21,304.26,2025-04-17,9,Regular Commuters
R07532,2,17,210.06,2025-04-26,8,Occasional Riders
R07533,40,21,323.52,2025-03-19,8,Occasional Riders
R07534,3,21,278.17,2025-04-25,10,Regular Commuters
R07535,12,12,172.77,2025-04-16,5,At Risk Users
R07536,46,11,155.56,2025-03-13,3,At Risk Users
R07537,30,14,246.61,2025-03-29,5,At Risk Users
R07538,24,13,191.93,2025-04-04,4,At Risk Users
R07539,19,27,418.5,2025-04-09,12,High‑Value Loyalists
R07540,3,15,210.32,2025-04-25,7,Occasional Riders
R07541,33,13,172.6,2025-03-26,3,At Risk Users
R07542,33,25,353.89,2025-03-26,10,Regular Commuters
R07543,14,21,297.59,2025-04-14,9,Regular Commuters
R07544,39,19,303.29,2025-03-20,6,Occasional Riders
R07545,2,16,248.63,2025-04-26,8,Occasional Riders
R07546,2,20,254.84,2025-04-26,10,Regular Commuters
R07547,3,25,399.26,2025-04-25,15,High‑Value Loyalists
R07548,6,20,317.48,2025-04-22,10,Regular Commuters
R07549,7,19,274.38,2025-04-21,8,Occasional Riders
R07550,17,23,325.90000000000003,2025-04-11,11,Regular Commuters
R07551,92,20,306.16,2025-01-26,7,Occasional Riders
R07552,3,15,274.05,2025-04-25,8,Occasional Riders
R07553,25,23,330.19,2025-04-03,10,Regular Commuters
R07554,1,20,317.11,2025-04-27,11,Regular Commuters
R07555,8,26,412.9,2025-04-20,14,High‑Value Loyalists
R07556,18,16,203.28,2025-04-10,5,At Risk Users
R07557,21,18,277.52,2025-04-07,6,Occasional Riders
R07558,11,23,353.52,2025-04-17,11,Regular Commuters
R07559,6,17,240.8,2025-04-22,7,Occasional Riders
R07560,15,24,382.09000000000003,2025-04-13,12,High‑Value Loyalists
R07561,13,21,344.17,2025-04-15,10,Regular Commuters
R07562,10,26,381.87,2025-04-18,14,High‑Value Loyalists
R07563,20,32,448.49,2025-04-08,12,High‑Value Loyalists
R07564,10,21,323.65,2025-04-18,11,Regular Commuters
R07565,9,22,359.18,2025-04-19,12,High‑Value Loyalists
R07566,30,22,320.15999999999997,2025-03-29,9,Regular Commuters
R07567,44,22,351.53,2025-03-15,9,Regular Commuters
R07568,44,18,398.56,2025-03-15,8,Occasional Riders
R07569,14,20,285.69,2025-04-14,8,Occasional Riders
R07570,14,28,443.49,2025-04-14,13,High‑Value Loyalists
R07571,5,21,320.53,2025-04-23,11,Regular Commuters
R07572,16,23,390.43,2025-04-12,12,High‑Value Loyalists
R07573,19,25,422.56,2025-04-09,12,High‑Value Loyalists
R07574,33,13,171.72,2025-03-26,3,At Risk Users
R07575,6,17,247.57999999999998,2025-04-22,8,Occasional Riders
R07576,12,19,341.96,2025-04-16,9,Regular Commuters
R07577,10,25,343.08,2025-04-18,13,High‑Value Loyalists
R07578,17,25,348.11,2025-04-11,12,High‑Value Loyalists
R07579,3,24,360.37,2025-04-25,13,High‑Value Loyalists
R07580,14,19,298.21,2025-04-14,8,Occasional Riders
R07581,5,31,520.15,2025-04-23,15,High‑Value Loyalists
R07582,4,18,257.43,2025-04-24,9,Regular Commuters
R07583,12,13,180.18,2025-04-16,5,At Risk Users
R07584,4,29,487.12,2025-04-24,15,High‑Value Loyalists
R07585,22,18,304.27,2025-04-06,7,Occasional Riders
R07586,8,18,303.64,2025-04-20,9,Regular Commuters
R07587,7,26,416.15,2025-04-21,14,High‑Value Loyalists
R07588,32,24,375.25,2025-03-27,10,Regular Commuters
R07589,14,18,272.93,2025-04-14,7,Occasional Riders
R07590,13,26,425.86,2025-04-15,13,High‑Value Loyalists
R07591,36,16,226.93,2025-03-23,3,At Risk Users
R07592,16,22,356.24,2025-04-12,11,Regular Commuters
R07593,27,24,377.88,2025-04-01,11,Regular Commuters
R07594,19,15,198.78,2025-04-09,4,At Risk Users
R07595,7,18,270.14,2025-04-21,8,Occasional Riders
R07596,17,17,246.35,2025-04-11,7,Occasional Riders
R07597,25,18,259.99,2025-04-03,6,Occasional Riders
R07598,17,20,285.24,2025-04-11,8,Occasional Riders
R07599,22,18,240.17000000000002,2025-04-06,5,At Risk Users
R07600,8,19,308.69,2025-04-20,9,Regular Commuters
R07601,19,20,313.46999999999997,2025-04-09,8,Occasional Riders
R07602,1,21,312.6,2025-04-27,11,Regular Commuters
R07603,2,19,319.8,2025-04-26,10,Regular Commuters
R07604,4,16,252.91,2025-04-24,8,Occasional Riders
R07605,18,20,361.54,2025-04-10,10,Regular Commuters
R07606,11,25,424.91,2025-04-17,13,High‑Value Loyalists
R07607,23,29,467.57,2025-04-05,12,High‑Value Loyalists
R07608,4,23,342.85,2025-04-24,13,High‑Value Loyalists
R07609,8,16,244.88,2025-04-20,7,Occasional Riders
R07610,14,21,375.73,2025-04-14,11,Regular Commuters
R07611,9,24,401.63,2025-04-19,13,High‑Value Loyalists
R07612,24,28,447.45,2025-04-04,12,High‑Value Loyalists
R07613,17,21,311.73,2025-04-11,9,Regular Commuters
R07614,8,18,235.51999999999998,2025-04-20,7,Occasional Riders
R07615,21,25,352.58,2025-04-07,11,Regular Commuters
R07616,14,19,286.46,2025-04-14,8,Occasional Riders
R07617,7,19,250.6,2025-04-21,8,Occasional Riders
R07618,13,25,375.81,2025-04-15,13,High‑Value Loyalists
R07619,9,17,250.22,2025-04-19,8,Occasional Riders
R07620,32,23,413.84,2025-03-27,10,Regular Commuters
R07621,34,18,274.55,2025-03-25,5,At Risk Users
R07622,24,18,270.9,2025-04-04,6,Occasional Riders
R07623,78,21,329.4,2025-02-09,8,Occasional Riders
R07624,5,18,237.57,2025-04-23,8,Occasional Riders
R07625,10,19,295.07,2025-04-18,9,Regular Commuters
R07626,7,23,328.43,2025-04-21,12,High‑Value Loyalists
R07627,2,25,401.71,2025-04-26,15,High‑Value Loyalists
R07628,3,16,254.21,2025-04-25,8,Occasional Riders
R07629,10,22,384.55,2025-04-18,13,High‑Value Loyalists
R07630,25,20,284.31,2025-04-03,7,Occasional Riders
R07631,4,22,357.46,2025-04-24,13,High‑Value Loyalists
R07632,33,21,340.84,2025-03-26,8,Occasional Riders
R07633,8,8,109.04,2025-04-20,6,Occasional Riders
R07634,10,21,285.98,2025-04-18,10,Regular Commuters
R07635,4,21,341.73,2025-04-24,12,High‑Value Loyalists
R07636,62,21,312.26,2025-02-25,7,Occasional Riders
R07637,10,18,262.79,2025-04-18,8,Occasional Riders
R07638,6,19,322.95,2025-04-22,9,Regular Commuters
R07639,4,19,252.77,2025-04-24,9,Regular Commuters
R07640,39,28,483.31,2025-03-20,11,Regular Commuters
R07641,8,17,254.32,2025-04-20,8,Occasional Riders
R07642,23,21,291.4,2025-04-05,8,Occasional Riders
R07643,32,21,400.4,2025-03-27,9,Regular Commuters
R07644,9,24,383.01,2025-04-19,13,High‑Value Loyalists
R07645,1,26,419.8,2025-04-27,15,High‑Value Loyalists
R07646,13,28,389.59000000000003,2025-04-15,13,High‑Value Loyalists
R07647,3,19,318.2,2025-04-25,10,Regular Commuters
R07648,9,18,268.17,2025-04-19,8,Occasional Riders
R07649,8,25,397.36,2025-04-20,14,High‑Value Loyalists
R07650,12,24,416.7,2025-04-16,12,High‑Value Loyalists
R07651,6,22,306.48,2025-04-22,11,Regular Commuters
R07652,25,23,283.14,2025-04-03,8,Occasional Riders
R07653,15,21,347.94,2025-04-13,10,Regular Commuters
R07654,92,12,200.31,2025-01-26,3,At Risk Users
R07655,12,25,348.51,2025-04-16,12,High‑Value Loyalists
R07656,10,24,373.6,2025-04-18,13,High‑Value Loyalists
R07657,6,23,382.61,2025-04-22,13,High‑Value Loyalists
R07658,17,10,147.09,2025-04-11,5,At Risk Users
R07659,47,17,262.23,2025-03-11,5,At Risk Users
R07660,10,15,237.62,2025-04-18,6,Occasional Riders
R07661,12,20,322.95,2025-04-16,9,Regular Commuters
R07662,3,25,363.7,2025-04-25,14,High‑Value Loyalists
R07663,2,22,401.26,2025-04-26,14,High‑Value Loyalists
R07664,38,19,309.65,2025-03-21,6,Occasional Riders
R07665,8,17,260.77,2025-04-20,8,Occasional Riders
R07666,5,29,478.37,2025-04-23,15,High‑Value Loyalists
R07667,19,15,242.21,2025-04-09,4,At Risk Users
R07668,8,17,222.07,2025-04-20,7,Occasional Riders
R07669,20,21,325.6,2025-04-08,9,Regular Commuters
R07670,5,22,384.7,2025-04-23,14,High‑Value Loyalists
R07671,35,22,365.04,2025-03-24,9,Regular Commuters
R07672,5,21,357.46,2025-04-23,12,High‑Value Loyalists
R07673,19,27,404.53,2025-04-09,12,High‑Value Loyalists
R07674,2,13,199.38,2025-04-26,7,Occasional Riders
R07675,43,15,259.91,2025-03-16,4,At Risk Users
R07676,10,18,246.78,2025-04-18,8,Occasional Riders
R07677,78,18,284.53,2025-02-09,5,At Risk Users
R07678,33,24,405.90999999999997,2025-03-26,10,Regular Commuters
R07679,9,12,202.2,2025-04-19,6,Occasional Riders
R07680,72,21,350.18,2025-02-15,8,Occasional Riders
R07681,22,21,325.3,2025-04-06,9,Regular Commuters
R07682,3,17,324.78000000000003,2025-04-25,11,Regular Commuters
R07683,53,16,242.41,2025-03-06,3,At Risk Users
R07684,27,17,292.66,2025-04-01,7,Occasional Riders
R07685,1,23,355.99,2025-04-27,13,High‑Value Loyalists
R07686,10,12,172.17000000000002,2025-04-18,6,Occasional Riders
R07687,4,17,221.11,2025-04-24,8,Occasional Riders
R07688,47,24,403.95,2025-03-12,10,Regular Commuters
R07689,26,9,147.56,2025-04-02,4,At Risk Users
R07690,19,26,403.84,2025-04-09,12,High‑Value Loyalists
R07691,20,19,314.41,2025-04-08,7,Occasional Riders
R07692,12,23,330.74,2025-04-16,11,Regular Commuters
R07693,8,13,174.62,2025-04-20,6,Occasional Riders
R07694,37,24,340.74,2025-03-22,9,Regular Commuters
R07695,7,14,221.35,2025-04-21,6,Occasional Riders
R07696,20,23,408.63,2025-04-08,11,Regular Commuters
R07697,36,14,212.69,2025-03-23,3,At Risk Users
R07698,57,24,335.63,2025-03-02,9,Regular Commuters
R07699,9,30,490.68,2025-04-19,14,High‑Value Loyalists
R07700,3,13,200.32,2025-04-25,7,Occasional Riders
R07701,38,21,284.19,2025-03-21,6,Occasional Riders
R07702,14,20,303.68,2025-04-14,9,Regular Commuters
R07703,6,15,213.34,2025-04-22,6,Occasional Riders
R07704,59,10,175.04,2025-02-28,3,At Risk Users
R07705,3,25,371.14,2025-04-25,15,High‑Value Loyalists
R07706,41,21,319.68,2025-03-18,7,Occasional Riders
R07707,3,16,227.22,2025-04-25,7,Occasional Riders
R07708,6,21,316.72,2025-04-22,10,Regular Commuters
R07709,31,19,285.65,2025-03-28,5,At Risk Users
R07710,17,25,371.71,2025-04-11,13,High‑Value Loyalists
R07711,38,20,285.3,2025-03-21,6,Occasional Riders
R07712,24,22,343.83,2025-04-04,10,Regular Commuters
R07713,15,23,354.45,2025-04-13,11,Regular Commuters
R07714,2,22,330.14,2025-04-26,13,High‑Value Loyalists
R07715,55,17,322.33,2025-03-04,6,Occasional Riders
R07716,3,17,273.41,2025-04-25,9,Regular Commuters
R07717,44,12,176.93,2025-03-15,3,At Risk Users
R07718,14,17,278.84,2025-04-14,7,Occasional Riders
R07719,20,21,300.27,2025-04-08,8,Occasional Riders
R07720,16,16,240.34,2025-04-12,5,At Risk Users
R07721,9,20,322.78000000000003,2025-04-19,10,Regular Commuters
R07722,18,20,321.71,2025-04-10,9,Regular Commuters
R07723,7,23,326.67,2025-04-21,12,High‑Value Loyalists
R07724,22,20,361.58,2025-04-06,9,Regular Commuters
R07725,7,12,173.17,2025-04-21,6,Occasional Riders
R07726,21,17,219.1,2025-04-07,5,At Risk Users
R07727,6,22,329.90000000000003,2025-04-22,12,High‑Value Loyalists
R07728,35,20,303.62,2025-03-24,7,Occasional Riders
R07729,7,21,387.43,2025-04-21,12,High‑Value Loyalists
R07730,2,27,416.81,2025-04-26,15,High‑Value Loyalists
R07731,18,16,240.04,2025-04-10,5,At Risk Users
R07732,2,27,451.63,2025-04-26,15,High‑Value Loyalists
R07733,1,27,466.48,2025-04-27,15,High‑Value Loyalists
R07734,30,16,253.51999999999998,2025-03-29,5,At Risk Users
R07735,10,23,313.83,2025-04-18,11,Regular Commuters
R07736,5,14,217.18,2025-04-23,7,Occasional Riders
R07737,33,21,334.78,2025-03-26,8,Occasional Riders
R07738,11,25,352.65999999999997,2025-04-17,12,High‑Value Loyalists
R07739,4,24,363.78,2025-04-24,13,High‑Value Loyalists
R07740,25,18,258.96,2025-04-03,6,Occasional Riders
R07741,18,23,355.14,2025-04-10,11,Regular Commuters
R07742,35,18,305.79,2025-03-24,6,Occasional Riders
R07743,20,10,158.54,2025-04-08,4,At Risk Users
R07744,12,16,208.5,2025-04-16,5,At Risk Users
R07745,9,24,376.7,2025-04-19,13,High‑Value Loyalists
R07746,16,18,299.84,2025-04-12,8,Occasional Riders
R07747,14,18,305.35,2025-04-14,8,Occasional Riders
R07748,9,25,364.99,2025-04-19,13,High‑Value Loyalists
R07749,35,25,378.64,2025-03-24,11,Regular Commuters
R07750,24,23,336.38,2025-04-04,10,Regular Commuters
R07751,23,19,300.07,2025-04-05,7,Occasional Riders
R07752,7,14,231.78,2025-04-21,6,Occasional Riders
R07753,17,27,394.09,2025-04-11,13,High‑Value Loyalists
R07754,1,23,348.07,2025-04-27,13,High‑Value Loyalists
R07755,22,18,262.99,2025-04-06,6,Occasional Riders
R07756,13,14,273.11,2025-04-15,6,Occasional Riders
R07757,10,19,288.06,2025-04-18,9,Regular Commuters
R07758,6,14,229.49,2025-04-22,6,Occasional Riders
R07759,3,24,336.61,2025-04-25,13,High‑Value Loyalists
R07760,12,16,242.84,2025-04-16,5,At Risk Users
R07761,14,23,355.38,2025-04-14,11,Regular Commuters
R07762,19,21,307.79,2025-04-09,8,Occasional Riders
R07763,1,17,257.62,2025-04-27,9,Regular Commuters
R07764,15,23,315.21,2025-04-13,10,Regular Commuters
R07765,97,18,263.34000000000003,2025-01-21,5,At Risk Users
R07766,8,20,279.65,2025-04-20,9,Regular Commuters
R07767,1,22,315.7,2025-04-27,12,High‑Value Loyalists
R07768,49,20,361.1,2025-03-10,8,Occasional Riders
R07769,3,20,322.5,2025-04-25,11,Regular Commuters
